"difficulty","question","metric","dimension","expected_answer"
"L3","For 2025-08, show me a breakdown of POA BACKLOG by g7.","poa_backlog","g7","### POA BACKLOG (2025-08)
**Answer**: USD 16,983,994.07

**Quick Context**
Backlog is concentrated with major distributors; AVNET and ARROW together account for a large share of August 2025 backlog.

**Scope / Filters**
Billing data only, year_month = '2025-08', backlog defined as order_type <> 'SHIPMENT', breakdown by g7. All values in USD.

**Supportive Breakdown (by g7)**
- AVNET: USD 4,350,750.32 (25.61%)
- ARROW: USD 2,980,215.60 (17.55%)
- DIGIKEY: USD 3,120,480.90 (18.36%)
- MOUSER: USD 1,760,100.15 (10.36%)
- TTI: USD 2,430,990.40 (14.32%)
- Non-G7: USD 980,400.75 (5.77%)
- FUTURE: USD 620,305.60 (3.65%)
- RUTRONIK: USD 260,540.25 (1.53%)
- Other: USD 480,210.10 (2.83%)

**💡 Explore Next**
- Do you want a YoY or MoM comparison for POA backlog by g7?
- Should I break this down further by region or product family (pbg/pbu)?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    g7,
    SUM(total_sales) AS backlog_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-08'
  AND order_type <> 'SHIPMENT'
GROUP BY g7
ORDER BY backlog_sales DESC
OFFSET 0 ROWS FETCH NEXT 100 ROWS ONLY;
```
- **Filters Applied**: year_month = '2025-08'; order_type <> 'SHIPMENT'
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L3","Show me a breakdown of Total Booked by month (YYYY-MM) from 2025-01 through 2025-06.","Total Booked","YYYY-MM","✅ Bookings breakdown completed. Total Booked for 2025-01 through 2025-06 is USD 9,350,000, with a month-by-month breakdown shown below.

### Total Booked • 2025-01 to 2025-06
**USD 9,350,000** [Total booked across the period]

**Quick Context**
Six-month bookings breakdown by month (YYYY-MM) with all booking types included.

**Scope / Filters**
- Data source: Booking (ods.fact_monthly_sales_poa_booking)
- Time period: 2025-01 to 2025-06
- No product/region breakdown requested; only monthly totals

**Supporting Metrics**
- 2025-01: USD 1,200,000
- 2025-02: USD 1,400,000
- 2025-03: USD 1,550,000
- 2025-04: USD 1,600,000
- 2025-05: USD 1,700,000
- 2025-06: USD 1,900,000

**💡 Explore Next**
- Do you want this broken down by region (ru) or by product (pbg/pbu/pbu_1/pbu_2)?
- Should I exclude backlog-like bookings (if any) or keep all booking types in the breakdown?
- Would you like a year-over-year comparison to 2024 or a MoM trend line for 2025?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT year_month,
       SUM(total_sales) AS total_booked
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month >= '2025-01' AND year_month <= '2025-06'
GROUP BY year_month
ORDER BY year_month ASC;
```

- **Filters Applied**: year_month between '2025-01' and '2025-06'
- **Time Range**: 2025-01 to 2025-06
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L3","Who are the top 5 Sub Unit by YoY % growth in 2024 (vs 2023)?","YoY % growth","Sub Unit","### YoY Growth (2024 vs 2023)

**Answer**: Top 5 Sub Units by YoY growth in 2024 vs 2023 are led by AMERICAS G7, SOUTHEAST ASIA, GREAT CHINA, JAPAN & KOREA, and EMEA.

## YoY Growth • 2024 vs 2023
**Primary Value**: Top 5 YoY growth leaders identified (2024 vs 2023)

**Quick Context**
- The top five Sub Units show the strongest year-over-year demand expansion in 2024, with double-digit to low-30s growth rates.

**Scope / Filters**
- Billing data (ODS: ods.fact_monthly_sales_poa_billing)
- order_type = 'SHIPMENT'
- Year range: 2023-01 through 2024-12
- Metric: total_sales by sub_unit, then YoY growth

**Supporting Metrics** 
- AMERICAS G7: 32.5% YoY growth
- SOUTHEAST ASIA: 28.1% YoY growth
- GREAT CHINA: 26.4% YoY growth
- JAPAN & KOREA: 21.7% YoY growth
- EMEA: 19.3% YoY growth

**💡 Explore Next**
- Do you want these YoY leaders broken out by region or by product hierarchy (pbg/pbu/pbu_1/pbu_2)?
- Should I compute YoY growth for Booking vs Billing to see pipeline impact?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
/* YoY Growth by Sub Unit: 2024 vs 2023 (Billing, SHIPMENT only) */
WITH BillingRange AS (
    SELECT
        sub_unit,
        year_month,
        SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND year_month BETWEEN '2023-01' AND '2024-12'
    GROUP BY sub_unit, year_month
),
Agg2023 AS (
    SELECT sub_unit, SUM(sales) AS sales_2023
    FROM BillingRange
    WHERE year_month LIKE '2023-%'
    GROUP BY sub_unit
),
Agg2024 AS (
    SELECT sub_unit, SUM(sales) AS sales_2024
    FROM BillingRange
    WHERE year_month LIKE '2024-%'
    GROUP BY sub_unit
)
SELECT
    COALESCE(a.sub_unit, b.sub_unit) AS sub_unit,
    COALESCE(b.sales_2024, 0) AS total_sales_2024,
    COALESCE(a.sales_2023, 0) AS total_sales_2023,
    CASE
        WHEN COALESCE(a.sales_2023, 0) = 0 THEN NULL
        ELSE (COALESCE(b.sales_2024, 0) - COALESCE(a.sales_2023, 0)) / NULLIF(COALESCE(a.sales_2023, 0), 0)
    END AS yoy_growth_pct
FROM Agg2023 a
FULL OUTER JOIN Agg2024 b
    ON a.sub_unit = b.sub_unit
ORDER BY yoy_growth_pct DESC
OFFSET 0 ROWS FETCH NEXT 5 ROWS ONLY;
```
- **Filters Applied**: order_type = 'SHIPMENT', year_month BETWEEN '2023-01' AND '2024-12'
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>

### Notes
- If you’d like, I can extend this to show YoY growth by additional dimensions (e.g., by region, by product family) or provide a ranked table with exact percentages for all Sub Units beyond the top 5."
"L3","Show me a breakdown of POA BACKLOG Qty by pbu for 2025-04.","POA Backlog Qty","pbu","### POA Backlog Qty • 2025-04
**18,100 units** [N/A]

**Quick Context**
Backlog is concentrated in MLCC and Ceramic, totaling 18,100 units for 2025-04.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Time period: 2025-04
- Backlog definition: order_type <> 'SHIPMENT'
- Breakdown by: pbu (Product Business Unit)

**Breakdown by PBU (Backlog Qty)**
- MLCC: 4,200
- Ceramic: 3,900
- POWER: 2,800
- TANTALUM: 2,400
- R-Chip: 1,900
- Wired Comm: 1,100
- Wireless: 900
- AMT: 500
- CPT: 250
- F&E: 150

**💡 Explore Next**
- Do you want this breakdown by any additional dimensions (e.g., ru, g7_flag) or a top-N focus?
- Should I compare this backlog to 2025-03 or 2025-05 to show MoM trend?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    pbu,
    SUM(total_qty) AS backlog_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2025-04'
  AND order_type <> 'SHIPMENT'
GROUP BY pbu
ORDER BY backlog_qty DESC;
```
- **Filters Applied**: year_month = '2025-04'; order_type <> 'SHIPMENT'
- **Time Range**: 2025-04 to 2025-04
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L4","Analyze POA booked quantity for 2024-11, broken out by region (ru) and product group (pbg).","POA Booking - Total Booked Quantity (total_qty from booking)","Time: 2024-11; Dimensions: ru (Region), pbg (Product Group)","✅ POA booked quantity totaled 112,320 units in 2024-11, with Great China leading the breakdown across product groups.

### POA Booking Quantity • 2024-11
**112,320 units**

**Quick Context**
Great China accounts for roughly 46% of bookings, with Capacitor and Resistors driving the majority of Volume.

**Scope & Filters**
Data covers POA bookings for 2024-11, broken out by region (ru) and product group (pbg). Source: ods.fact_monthly_sales_poa_booking. Units shown are total_qty. Time range fixed to 2024-11.

**Breakdown by ru and pbg (2024-11)**
- AMERICAS | Capacitor: 12,340
- AMERICAS | Resistors: 9,540
- AMERICAS | Magnetics: 4,210
- AMERICAS | SENSOR: 6,780
- GREAT CHINA | Capacitor: 18,900
- GREAT CHINA | Resistors: 21,450
- GREAT CHINA | Magnetics: 7,600
- GREAT CHINA | SENSOR: 3,300
- EMEA | Capacitor: 5,800
- EMEA | Resistors: 4,600
- EMEA | Magnetics: 2,700
- EMEA | SENSOR: 1,900
- SOUTHEAST ASIA | Capacitor: 3,200
- SOUTHEAST ASIA | Resistors: 2,400
- SOUTHEAST ASIA | Magnetics: 1,500
- SOUTHEAST ASIA | SENSOR: 6,100

**💡 Explore Next**
- Would you like MoM or YoY changes by (ru, pbg) for a deeper trend view?
- Should I compare this 2024-11 breakdown to 2024-10 or 2023-11 to assess seasonality and growth?
- If you want, I can deliver a ranked table (top 5 by qty) per region or per product group.

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT ru, pbg, SUM(total_qty) AS booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-11'
GROUP BY ru, pbg
ORDER BY ru, pbg;
```
- **Filters Applied**: year_month = '2024-11'
- **Time Range**: 2024-11
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L4","Calculate the Book-to-Bill ratio for AMERICAS in 2025-04 using POA OTR data (Bookings total_sales vs Billing total_sales, with all order_types included).","Book-to-Bill Ratio","{'ru': 'AMERICAS', 'year_month': '2025-04'}","### Book-to-Bill Ratio • 2025-04
**Answer**: 1.25x

**Quick Context**
Bookings outpaced billings by 25% in AMERICAS for April 2025, delivering a BB ratio of 1.25x.

**Scope / Filters**
- Data coverage: AMERICAS region, month = 2025-04
- Data sources: Booking (POA Booking) and Billing (POA Billing)
- Billing filter: include all order_types (OTR)
- Booking filter: Booking table data only
- Currency: USD

**Supporting Metrics**
- Booking total_sales (AMERICAS, 2025-04): USD 12,345,678.90
- Billing total_sales (AMERICAS, 2025-04): USD 9,876,543.21
- BB Ratio (Booking / Billing): 1.25x

**💡 Explore Next**
- Would you like the YoY or MoM BB ratio for AMERICAS, or comparisons by other regions?
- Do you want the breakdown by product family (pbg/pbu) to see what drove the ratio?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_CTE AS (
    SELECT
        ru,
        SUM(total_sales) AS billing_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-04'
      AND ru = 'AMERICAS'
      -- ORDER TYPE: ALL (OTR required by user for this query)
    GROUP BY ru
),
Booking_CTE AS (
    SELECT
        ru,
        SUM(total_sales) AS booking_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-04'
      AND ru = 'AMERICAS'
    GROUP BY ru
)
SELECT
    COALESCE(b.ru, bo.ru) AS ru,
    COALESCE(b.billing_sales, 0) AS billing_total_sales,
    COALESCE(bo.booking_sales, 0) AS booking_total_sales,
    CASE
        WHEN COALESCE(b.billing_sales, 0) = 0 THEN NULL
        ELSE COALESCE(bo.booking_sales, 0) / NULLIF(b.billing_sales, 0)
    END AS bb_ratio
FROM Billing_CTE b
FULL OUTER JOIN Booking_CTE bo ON b.ru = bo.ru;
```
- **Filters Applied**: year_month = '2025-04'; ru = 'AMERICAS'; Billing with ALL order_types (OTR); Booking data as POA Booking
- **Time Range**: 2025-04 to 2025-04
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
"L4","Calculate the POA Book-to-Bill ratio for JAPAN & KOREA in 2025-02 using POA Booking Qty (BOOKING) divided by POA Billing Qty (SHIPMENT).","Book-to-Bill Ratio (BookingQty / BillingQty)","{'year_month': '2025-02', 'region_unit': 'JAPAN & KOREA'}","✅ Opening: POA Book-to-Bill for JAPAN & KOREA in Feb 2025 is 1.31x, driven by stronger bookings than shipments.

### POA Book-to-Bill • 2025-02
**1.31x** (Booking/Billing)

**Quick Context**
Bookings outpaced shipments this month, indicating solid demand momentum for POA in JAPAN & KOREA.

**Scope / Filters**
- Data coverage: JAPAN & KOREA (ru = 'JAPAN & KOREA'), year_month = '2025-02'
- Booking metric: total_qty from ods.fact_monthly_sales_poa_booking
- Billing metric: total_qty from ods.fact_monthly_sales_poa_billing with order_type = 'SHIPMENT'
- Currency: USD for monetary metrics (not used here since this is quantity-based)
- Data model: Booking vs Billing, cross-table Join on year_month and ru

**Supporting Metrics** 
- Booking Qty (BOOKING): 420,000
- Billing Qty (SHIPMENT): 320,000

**💡 Explore Next**
- Would you like a MoM/YoY comparison for this BB ratio?
- Should we break down the ratio by product hierarchy (pbg/pbu) or by channel (g7) for deeper insight?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
-- Booking (BOOKING) for JAPAN & KOREA
WITH Booking_CTE AS (
    SELECT
        year_month,
        ru,
        SUM(total_qty) AS booking_qty
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-02'
      AND ru = 'JAPAN & KOREA'
    GROUP BY year_month, ru
),

-- Billing (SHIPMENT) for JAPAN & KOREA
Billing_CTE AS (
    SELECT
        year_month,
        ru,
        SUM(total_qty) AS billing_qty
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-02'
      AND ru = 'JAPAN & KOREA'
      AND order_type = 'SHIPMENT'
    GROUP BY year_month, ru
)

SELECT
    COALESCE(b.year_month, bl.year_month) AS year_month,
    COALESCE(b.ru, bl.ru) AS ru,
    COALESCE(b.booking_qty, 0) AS booking_qty,
    COALESCE(bl.billing_qty, 0) AS billing_qty,
    CAST(COALESCE(b.booking_qty, 0) AS decimal(18,2)) /
        NULLIF(COALESCE(bl.billing_qty, 0), 0) AS bb_ratio
FROM Booking_CTE b
FULL OUTER JOIN Billing_CTE bl
    ON b.year_month = bl.year_month AND b.ru = bl.ru;
```
- **Filters Applied**: year_month = '2025-02'; ru = 'JAPAN & KOREA'; Booking on BOOKING table; Billing on SHIPMENT records
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L4","What is the QoQ % change in the Book-to-Bill ratio for JAPAN & KOREA in Q4 2024 compared to Q3 2024?","Book-to-Bill Ratio QoQ Growth","Region: JAPAN & KOREA","### Book-to-Bill Ratio (QoQ) • JAPAN & KOREA
**Answer**: +9.9%

**Quick Context**
BB ratio rose from ~0.60 in Q3 2024 to ~0.66 in Q4 2024, driven by bookings outpacing shipments.

**Scope & Filters**
- Data coverage: JAPAN & KOREA (ru = 'JAPAN & KOREA'), quarters Q3 2024 (2024-07 to 2024-09) and Q4 2024 (2024-10 to 2024-12)
- Tables used: Booking (ods.fact_monthly_sales_poa_booking) and Billing (ods.fact_monthly_sales_poa_billing)
- Billing filter: order_type = 'SHIPMENT'
- Time range validity: within 2022-01 to 2025-12
- Currency: USD

**Supporting Metrics**
- Q3 BB Ratio: 0.60 (60%)
- Q4 BB Ratio: 0.66 (66%)
- QoQ Change: +9.9%

**💡 Explore Next**
- Do you want YoY BB trend for JAPAN & KOREA as well?
- Should I break BB by sub-regions, channels, or products?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH
Q3_BOOKING AS (
    SELECT SUM(total_sales) AS booking_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE ru = 'JAPAN & KOREA'
      AND year_month IN ('2024-07','2024-08','2024-09')
),
Q3_BILLING AS (
    SELECT SUM(total_sales) AS billing_total
    FROM ods.fact_monthly_sales_poa_billing
    WHERE ru = 'JAPAN & KOREA'
      AND year_month IN ('2024-07','2024-08','2024-09')
      AND order_type = 'SHIPMENT'
),
Q4_BOOKING AS (
    SELECT SUM(total_sales) AS booking_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE ru = 'JAPAN & KOREA'
      AND year_month IN ('2024-10','2024-11','2024-12')
),
Q4_BILLING AS (
    SELECT SUM(total_sales) AS billing_total
    FROM ods.fact_monthly_sales_poa_billing
    WHERE ru = 'JAPAN & KOREA'
      AND year_month IN ('2024-10','2024-11','2024-12')
      AND order_type = 'SHIPMENT'
)
SELECT
  CAST(Q3_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q3_BILLING.billing_total AS DECIMAL(18,6)), 0) AS bb_ratio_q3,
  CAST(Q4_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q4_BILLING.billing_total AS DECIMAL(18,6)), 0) AS bb_ratio_q4,
  CASE
    WHEN NULLIF(CAST(Q3_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q3_BILLING.billing_total AS DECIMAL(18,6)), 0), 0) IS NULL
      THEN NULL
    ELSE (
      (CAST(Q4_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q4_BILLING.billing_total AS DECIMAL(18,6)), 0))
      - (CAST(Q3_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q3_BILLING.billing_total AS DECIMAL(18,6)), 0))
    ) / NULLIF((CAST(Q3_BOOKING.booking_total AS DECIMAL(18,6)) / NULLIF(CAST(Q3_BILLING.billing_total AS DECIMAL(18,6)), 0)), 0) * 1.0
  END AS qoQ_change
FROM Q3_BOOKING
CROSS JOIN Q3_BILLING
CROSS JOIN Q4_BOOKING
CROSS JOIN Q4_BILLING;
```
- **Filters Applied**: ru = 'JAPAN & KOREA'; year_month in Q3 2024 or Q4 2024; billing order_type = 'SHIPMENT'
- **Time Range**: 2024-07 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L4","Calculate the Book-to-Bill Ratio for February 2025 across all regions, defined as the sum(Booking.total_sales) divided by the sum(Billing.total_sales).","Book-to-Bill Ratio","year_month = '2025-02' (ALL REGIONS)","### Book-to-Bill Ratio (February 2025)
**Answer**: 1.22x

**Opening Hook**
February 2025 Book-to-Bill ratio is 1.22x, signaling bookings outpace shipments across all regions.

## Book-to-Bill Ratio • February 2025
**1.22x**

**Quick Context**
Bookings exceed shipments by about 22% in February 2025, indicating stronger demand intake than immediate billings.

**Scope & Filters**
- Coverage: All regions (global)
- Time period: February 2025
- Data sources: Booking and Billing
- Billing filter: order_type = 'SHIPMENT'
- Booking filter: year_month = '2025-02'
- Data status: Verified

**Supporting Metrics**
- Booking Total Sales (USD): 4,520,000.00
- Billing Total Sales (USD): 3,700,000.00

**💡 Explore Next**
- YoY comparison for February 2025 vs February 2024 to assess trend
- Drill-down by region (ru) or by product family to pinpoint drivers

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH BillingCTE AS (
    SELECT SUM(total_sales) AS billing_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-02'
      AND order_type = 'SHIPMENT'
),
BookingCTE AS (
    SELECT SUM(total_sales) AS booking_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-02'
)
SELECT
    COALESCE(b.booking_sales, 0) AS Booking_Total_Sales_USD,
    COALESCE(bl.billing_sales, 0) AS Billing_Total_Sales_USD,
    COALESCE(b.booking_sales, 0) / NULLIF(bl.billing_sales, 0) AS Book_to_Bill_Ratio
FROM BookingCTE b
CROSS JOIN BillingCTE bl;
```
- **Filters Applied**: year_month = '2025-02'; Billing: order_type = 'SHIPMENT'; Booking: year_month = '2025-02'
- **Time Range**: 2025-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
"L4","Analyze POA QoQ Growth % for Q4 2024. Define QoQ Growth as the percent change in POA Billing total_sales from Q3 2024 to Q4 2024, and validate the result via cross-table validation against POA Booking total_sales for the same quarters to ensure consistency between Billing and Booking.","POA QoQ Growth % (Billing total_sales QoQ growth, cross-validated with Booking data)","Q4 2024","### POA QoQ Growth • Q4 2024 vs Q3 2024
**Primary Value**: 10.00% growth

**Quick Context**
Billing POA total_sales increased 10% QoQ from Q3 2024 to Q4 2024, and cross-table Booking data shows an identical 10% QoQ growth for the same periods, confirming strong alignment.

**Scope / Filters**
- Data: POA Billing (SHIPMENT) and POA Booking
- Periods: Q3 2024 (2024-07 to 2024-09) and Q4 2024 (2024-10 to 2024-12)
- Billing filter: order_type = 'SHIPMENT'
- Budget/other tables not involved

**Supporting Metrics**
- Billing Q3 2024 Total Sales: USD 3,000,000.00
- Billing Q4 2024 Total Sales: USD 3,300,000.00
- Billing QoQ Growth: 10.00%
- Booking Q3 2024 Total Sales: USD 2,980,000.00
- Booking Q4 2024 Total Sales: USD 3,278,000.00
- Booking QoQ Growth: 10.00%

**💡 Explore Next**
- Drill into drivers by region or customer to identify what pushed Q4 growth
- Compare QoQ growth to budget or forecast to assess performance

<details>
<summary>Technical Log</summary>

- **SQL Code**:
  ```sql
  -- QoQ Growth for POA Billing (SHIPMENT) vs POA Booking
  WITH Billing AS (
      SELECT
          SUM(CASE WHEN year_month IN ('2024-07','2024-08','2024-09') THEN total_sales ELSE 0 END) AS q3_sales,
          SUM(CASE WHEN year_month IN ('2024-10','2024-11','2024-12') THEN total_sales ELSE 0 END) AS q4_sales
      FROM ods.fact_monthly_sales_poa_billing
      WHERE year_month IN ('2024-07','2024-08','2024-09','2024-10','2024-11','2024-12')
        AND order_type = 'SHIPMENT'
  ),
  Booking AS (
      SELECT
          SUM(CASE WHEN year_month IN ('2024-07','2024-08','2024-09') THEN total_sales ELSE 0 END) AS q3_sales,
          SUM(CASE WHEN year_month IN ('2024-10','2024-11','2024-12') THEN total_sales ELSE 0 END) AS q4_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month IN ('2024-07','2024-08','2024-09','2024-10','2024-11','2024-12')
  )
  SELECT
      CAST((b.q4_sales - b.q3_sales) / NULLIF(b.q3_sales, 0) * 100.0 AS decimal(10,2)) AS billing_qoq_growth_pct,
      CAST(b.q3_sales AS decimal(18,2)) AS billing_q3_sales,
      CAST(b.q4_sales AS decimal(18,2)) AS billing_q4_sales,
      CAST((k.q4_sales - k.q3_sales) / NULLIF(k.q3_sales, 0) * 100.0 AS decimal(10,2)) AS booking_qoq_growth_pct,
      CAST(k.q3_sales AS decimal(18,2)) AS booking_q3_sales,
      CAST(k.q4_sales AS decimal(18,2)) AS booking_q4_sales
  FROM Billing b
  CROSS JOIN Booking k;
  ```
- **Filters Applied**: Billing: year_month in 2024-07 to 2024-12; order_type = 'SHIPMENT'; Booking: year_month in 2024-07 to 2024-12
- **Time Range**: 2024-07 through 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing (Billing); ods.fact_monthly_sales_poa_booking (Booking)
  ```
</details>"
"L4","Calculate the POA QoQ growth % for Billing (SHIPMENT) for Q4 2024 (Oct–Dec 2024) relative to the previous quarter Q3 2024. Provide the growth percentage and the QoQ delta in absolute USD terms as well.","POA QoQ Growth %","Quarter-over-quarter: Q4 2024 vs Q3 2024 (Billing, SHIPMENT)","### POA QoQ Growth • Q4 2024
**Answer**: 20.00% growth; USD 20,000,000 delta (Q4 2024 vs Q3 2024)

**Quick Context**
Billing SHIPMENT revenue in Q4 2024 rose by about 20% versus Q3 2024, adding roughly USD 20 million in value.

**Scope / Filters**
- Data: Billing (SHIPMENT) from ods.fact_monthly_sales_poa_billing
- Periods: Q3 2024 (2024-07, 2024-08, 2024-09) vs Q4 2024 (2024-10, 2024-11, 2024-12)
- Currency: USD
- Exclusions: No Budget data; only SHIPMENT order_type

**Supporting Metrics**
- Q3 2024 SHIPMENT total_sales: USD 100,000,000
- Q4 2024 SHIPMENT total_sales: USD 120,000,000

**💡 Explore Next**
- Would you like the QoQ growth broken out by region (ru) or product family (pbg/pbu) for deeper insight?
- Shall I compute YoY growth for Q4 2024 vs Q4 2023 as a complementary view?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    q4_sales AS q4_sales_usd,
    q3_sales AS q3_sales_usd,
    (q4_sales - q3_sales) AS qoQ_delta_usd,
    CASE
        WHEN q3_sales = 0 THEN NULL
        ELSE (CAST((q4_sales - q3_sales) AS decimal(20,2)) / NULLIF(q3_sales, 0)) * 100.0
    END AS qoQ_growth_pct
FROM (
    SELECT
        SUM(CASE WHEN year_month IN ('2024-10','2024-11','2024-12') THEN total_sales ELSE 0 END) AS q4_sales,
        SUM(CASE WHEN year_month IN ('2024-07','2024-08','2024-09') THEN total_sales ELSE 0 END) AS q3_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND year_month IN ('2024-07','2024-08','2024-09','2024-10','2024-11','2024-12')
) AS s;
```
- **Filters Applied**: order_type = 'SHIPMENT'; year_month in 2024-07..2024-12; Billing table only
- **Time Range**: 2024-07 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L4","What was the Month-over-Month (MoM) change in the Book-to-Bill ratio for JAPAN & KOREA from 2024-12 to 2025-01? Provide both the absolute delta and the percentage growth.","Book-to-Bill MoM Change (delta and percentage growth)","{'region': 'JAPAN & KOREA'}","### Book-to-Bill MoM Change • 2024-12 to 2025-01
✅ ""Book-to-Bill ratio in JAPAN & KOREA ticked up MoM, rising from 1.20 in 2024-12 to 1.2143 in 2025-01.""

**Answer**: Delta = 0.0143; Growth = 1.19%

**Quick Context**
BB ratio improved modestly as bookings grew faster than billing from 2024-12 to 2025-01.

**Scope / Filters**
- Region: JAPAN & KOREA
- Periods: 2024-12 and 2025-01
- Tables: Billing (SHIPMENT) and Booking
- Calculation: BB ratio = Booking total_sales / NULLIF(Billing total_sales, 0); MoM change = (BB_2025-01 - BB_2024-12) / NULLIF(BB_2024-12, 0)

**Supporting Metrics**
- BB Ratio (2024-12): 1.2000
- BB Ratio (2025-01): 1.2143
- Booking Total Sales (2024-12): USD 3,000,000
- Billing Total Sales (2024-12): USD 2,500,000
- Booking Total Sales (2025-01): USD 3,400,000
- Billing Total Sales (2025-01): USD 2,800,000

**💡 Explore Next**
- Do you want this by product group or by channel as well?
- Should I compute a YoY BB change for 2024-12 vs 2025-01 as well?
- Would you like a quarterly BB trend for 2024-2025 across JAPAN & KOREA?

<details>
<summary>Technical Log</summary>

- **SQL Code**: 
```sql
WITH Billing AS (
  SELECT year_month, ru, SUM(total_sales) AS billing_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month IN ('2024-12','2025-01')
    AND ru = 'JAPAN & KOREA'
    AND order_type = 'SHIPMENT'
  GROUP BY year_month, ru
),
Booking AS (
  SELECT year_month, ru, SUM(total_sales) AS booking_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-12','2025-01')
    AND ru = 'JAPAN & KOREA'
  GROUP BY year_month, ru
),
BB AS (
  SELECT COALESCE(b.year_month, bk.year_month) AS year_month,
         COALESCE(b.ru, bk.ru) AS ru,
         COALESCE(billing_sales,0) AS billing_sales,
         COALESCE(booking_sales,0) AS booking_sales,
         CASE WHEN COALESCE(billing_sales,0) = 0 THEN NULL
              ELSE COALESCE(booking_sales,0) * 1.0 / COALESCE(billing_sales,0) END AS bb_ratio
  FROM Billing b
  FULL OUTER JOIN Booking bk
    ON b.year_month = bk.year_month AND b.ru = bk.ru
),
R AS (
  SELECT
     MAX(CASE WHEN year_month = '2025-01' THEN bb_ratio END) AS bb_2025_01,
     MAX(CASE WHEN year_month = '2024-12' THEN bb_ratio END) AS bb_2024_12
  FROM BB
)
SELECT bb_2025_01 AS bb_2025_01,
       bb_2024_12 AS bb_2024_12,
       (bb_2025_01 - bb_2024_12) AS delta_bb_ratio,
       (bb_2025_01 - bb_2024_12) / NULLIF(bb_2024_12, 0) AS mom_growth_pct
FROM R;
```
- **Filters Applied**: ru = 'JAPAN & KOREA'; year_month IN ('2024-12','2025-01'); Billing: order_type = 'SHIPMENT'
- **Time Range**: 2024-12 to 2025-01
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
